x,y,vx,vy,xt,yt,vxt,vyt
-26.608, -1.56503, -0.366077, 4.73944, -26.6161, -1.52753, -0.417552, 4.80664
-26.6051, -1.33213, -0.163957, 4.74388, -26.6338, -1.28695, -0.289538, 4.81852
-26.6084, -1.10483, -0.0242213, 4.7347, -26.6451, -1.04586, -0.161616, 4.8271
-26.6378, -0.877084, 0.0457112, 4.72912, -26.65, -0.804425, -0.0338883, 4.83238
-26.6483, -0.631771, 0.155653, 4.7403, -26.6485, -0.562811, 0.0935412, 4.83439
-26.6355, -0.390881, 0.337165, 4.73933, -26.6406, -0.321181, 0.220572, 4.83317
-26.5894, -0.109932, 0.531732, 4.77226, -26.6264, -0.0796947, 0.347104, 4.82874
-26.5701, 0.128324, 0.671667, 4.75734, -26.6059, 0.161489, 0.473041, 4.82116
-26.5466, 0.408597, 0.800026, 4.79063, -26.5792, 0.402213, 0.598287, 4.81045
-26.5345, 0.645954, 0.839459, 4.77731, -26.5462, 0.642323, 0.722748, 4.79667
-26.5273, 0.92044, 0.910892, 4.80826, -26.5069, 0.881666, 0.846334, 4.77986
-26.4898, 1.17399, 0.944166, 4.81043, -26.4616, 1.12009, 0.968955, 4.76007
-26.4331, 1.41545, 1.07357, 4.78572, -26.4101, 1.35745, 1.09053, 4.73737
-26.3943, 1.63792, 1.12449, 4.74892, -26.3526, 1.59361, 1.21096, 4.71181
-26.3391, 1.85777, 1.22828, 4.70191, -26.2891, 1.82841, 1.33018, 4.68345
-26.271, 2.08885, 1.36133, 4.66359, -26.2197, 2.06173, 1.44811, 4.65235
-26.208, 2.29289, 1.45843, 4.59759, -26.1444, 2.29342, 1.56467, 4.61859
-26.1453, 2.52263, 1.50418, 4.57619, -26.0633, 2.52336, 1.67979, 4.58223
-26.0671, 2.76219, 1.60834, 4.55551, -25.9765, 2.75141, 1.79339, 4.54334
-25.9719, 2.98443, 1.80056, 4.48912, -25.8841, 2.97746, 1.90543, 4.502
-25.8723, 3.25187, 1.924, 4.49616, -25.7861, 3.20139, 2.01582, 4.45828
-25.7896, 3.47997, 2.01262, 4.45903, -25.6826, 3.42306, 2.12452, 4.41227
-25.6832, 3.6876, 2.1261, 4.38909, -25.5737, 3.64239, 2.23146, 4.36404
-25.5663, 3.89652, 2.25813, 4.3156, -25.4596, 3.85924, 2.3366, 4.31367
-25.4973, 4.08766, 2.2917, 4.2494, -25.3402, 4.07353, 2.43989, 4.26125
-25.3737, 4.29185, 2.41203, 4.1773, -25.2157, 4.28514, 2.54127, 4.20686
-25.215, 4.50496, 2.57137, 4.10566, -25.0863, 4.49399, 2.64071, 4.15058
-25.0644, 4.70282, 2.66542, 4.0391, -24.9518, 4.69998, 2.73817, 4.09251
-24.9454, 4.89929, 2.7385, 3.97593, -24.8126, 4.90303, 2.83361, 4.03273
-24.7892, 5.09094, 2.85647, 3.89359, -24.6686, 5.10304, 2.92701, 3.97132
-24.6227, 5.2985, 2.98327, 3.83116, -24.5201, 5.29995, 3.01833, 3.90839
-24.451, 5.47569, 3.15231, 3.70141, -24.367, 5.49367, 3.10754, 3.84401
-24.2643, 5.64805, 3.28984, 3.58453, -24.2095, 5.68414, 3.19464, 3.77827
-24.0979, 5.81137, 3.41157, 3.45738, -24.0477, 5.8713, 3.27959, 3.71127
-23.9236, 5.97328, 3.51007, 3.34614, -23.8818, 6.05508, 3.36239, 3.64309
-23.7787, 6.16324, 3.46074, 3.36753, -23.7117, 6.23542, 3.44302, 3.57383
-23.6102, 6.32078, 3.53356, 3.27231, -23.5377, 6.41227, 3.52148, 3.50357
-23.4602, 6.49922, 3.53047, 3.25636, -23.3598, 6.58559, 3.59775, 3.4324
-23.2415, 6.70602, 3.65365, 3.2278, -23.1781, 6.75533, 3.67185, 3.36041
-23.0453, 6.85022, 3.72453, 3.12898, -22.9928, 6.92146, 3.74376, 3.28768
-22.834, 7.01816, 3.8236, 3.05529, -22.804, 7.08393, 3.8135, 3.21431
-22.6223, 7.15222, 3.93588, 2.91637, -22.6117, 7.24273, 3.88106, 3.14038
-22.4364, 7.30006, 3.98545, 2.83855, -22.4161, 7.39782, 3.94647, 3.06598
-22.2092, 7.42155, 4.14475, 2.64506, -22.2173, 7.54917, 4.00974, 2.99118
-22.0285, 7.58432, 4.17305, 2.61113, -22.0154, 7.69679, 4.07087, 2.91607
-21.8451, 7.75348, 4.14974, 2.63999, -21.8105, 7.84064, 4.12989, 2.84074
-21.6376, 7.89673, 4.20364, 2.57261, -21.6026, 7.98072, 4.18681, 2.76526
-21.4459, 8.0334, 4.21502, 2.5262, -21.392, 8.11703, 4.24166, 2.68971
-21.2146, 8.07984, 4.29769, 2.29023, -21.1787, 8.24957, 4.29447, 2.61417
-21.0222, 8.23827, 4.2484, 2.35839, -20.9628, 8.37833, 4.34526, 2.53871
-20.843, 8.39009, 4.24414, 2.35861, -20.7444, 8.50333, 4.39406, 2.46341
-20.6038, 8.49738, 4.35079, 2.21957, -20.5237, 8.62457, 4.4409, 2.38835
-20.3589, 8.6284, 4.42426, 2.16337, -20.3006, 8.74206, 4.48582, 2.31358
-20.1587, 8.76296, 4.38984, 2.19387, -20.0753, 8.85583, 4.52884, 2.23919
-19.9569, 8.86833, 4.40313, 2.12376, -19.848, 8.96589, 4.57001, 2.16524
-19.7549, 8.99339, 4.374, 2.14278, -19.6186, 9.07227, 4.60937, 2.09179
-19.5303, 9.06722, 4.41444, 2.01931, -19.3873, 9.17499, 4.64694, 2.01891
-19.2921, 9.1723, 4.47707, 1.94061, -19.1542, 9.27409, 4.68278, 1.94666
-19.0116, 9.25549, 4.57585, 1.82519, -18.9193, 9.36959, 4.71692, 1.8751
-18.7928, 9.34148, 4.59703, 1.74163, -18.6827, 9.46154, 4.7494, 1.80429
-18.5413, 9.43952, 4.65029, 1.68159, -18.4446, 9.54996, 4.78028, 1.73429
-18.2776, 9.46686, 4.75764, 1.4152, -18.2049, 9.63492, 4.80959, 1.66514
-17.9958, 9.58761, 4.83884, 1.40402, -17.9639, 9.71643, 4.83737, 1.59691
-17.7523, 9.67652, 4.83864, 1.39921, -17.7214, 9.79457, 4.86368, 1.52964
-17.4819, 9.78237, 4.89552, 1.38115, -17.4777, 9.86936, 4.88856, 1.46338
-17.2364, 9.85529, 4.92241, 1.3043, -17.2328, 9.94087, 4.91205, 1.39818
-16.9687, 9.97762, 4.96893, 1.33467, -16.9868, 10.0091, 4.93421, 1.33408
-16.7162, 10.0407, 4.9954, 1.24906, -16.7396, 10.0743, 4.95507, 1.27113
-16.4676, 10.1515, 5.01306, 1.27279, -16.4915, 10.1362, 4.97469, 1.20937
-16.2136, 10.2153, 5.04291, 1.1869, -16.2424, 10.1952, 4.99311, 1.14883
-15.9707, 10.2496, 5.04828, 1.06674, -15.9924, 10.2511, 5.01039, 1.08956
-15.7232, 10.3146, 5.04855, 1.03901, -15.7416, 10.3041, 5.02655, 1.03159
-15.4915, 10.3187, 5.03559, 0.878327, -15.4899, 10.3543, 5.04166, 0.974957
-15.2037, 10.3338, 5.11627, 0.667122, -15.2376, 10.4016, 5.05576, 0.919692
-14.9424, 10.3915, 5.1382, 0.627157, -14.9846, 10.4462, 5.06889, 0.865828
-14.6946, 10.4319, 5.10513, 0.644332, -14.7309, 10.4882, 5.0811, 0.813394
-14.4436, 10.4044, 5.09988, 0.451128, -14.4766, 10.5276, 5.09243, 0.762418
-14.1831, 10.4306, 5.10887, 0.391576, -14.2218, 10.5645, 5.10293, 0.712926
-13.8888, 10.5734, 5.17782, 0.563269, -13.9665, 10.5989, 5.11263, 0.664944
-13.6325, 10.6373, 5.15863, 0.644485, -13.7107, 10.631, 5.12159, 0.618496
-13.3764, 10.6408, 5.16061, 0.534473, -13.4545, 10.6608, 5.12983, 0.573603
-13.1136, 10.6664, 5.17397, 0.471576, -13.1979, 10.6884, 5.13741, 0.530288
-12.8583, 10.761, 5.18246, 0.562981, -12.9409, 10.7138, 5.14436, 0.48857
-12.5943, 10.8121, 5.1879, 0.584077, -12.6836, 10.7373, 5.15071, 0.448467
-12.3505, 10.7846, 5.16944, 0.428847, -12.426, 10.7587, 5.15651, 0.409997
-12.0915, 10.8246, 5.16467, 0.455236, -12.1681, 10.7783, 5.16179, 0.373177
-11.8431, 10.8889, 5.16124, 0.498956, -11.91, 10.7961, 5.16658, 0.338022
-11.5681, 10.9087, 5.1846, 0.450113, -11.6516, 10.8121, 5.17092, 0.304546
-11.3326, 10.9266, 5.16009, 0.405818, -11.393, 10.8265, 5.17484, 0.272761
-11.0695, 10.8569, 5.19295, 0.0265362, -11.1342, 10.8394, 5.17836, 0.242681
-10.7824, 10.8269, 5.21662, -0.106352, -10.8753, 10.8509, 5.18153, 0.214317
-10.5261, 10.8235, 5.2097, -0.168446, -10.6161, 10.8609, 5.18435, 0.187679
-10.2883, 10.8203, 5.18296, -0.225669, -10.3569, 10.8697, 5.18687, 0.162776
-10.0351, 10.8792, 5.16333, -0.02914, -10.0976, 10.8772, 5.1891, 0.139618
-9.77676, 10.9235, 5.17261, 0.0178474, -9.83809, 10.8837, 5.19106, 0.118212
-9.53816, 10.9092, 5.14424, -0.0407217, -9.57852, 10.8891, 5.19278, 0.0985664
-9.27988, 10.9325, 5.1504, -0.0304064, -9.31887, 10.8936, 5.19428, 0.0806865
-9.02892, 10.9166, 5.13554, -0.0732046, -9.05915, 10.8972, 5.19557, 0.0645787
-8.76841, 10.9444, 5.14576, -0.0468579, -8.79937, 10.9001, 5.19667, 0.050248
-8.52215, 10.9055, 5.12441, -0.145536, -8.53953, 10.9023, 5.19759, 0.0376992
-8.33827, 10.8337, 5.02261, -0.302919, -8.27965, 10.9039, 5.19835, 0.0269359
-8.08328, 10.8495, 5.02581, -0.241193, -8.01974, 10.905, 5.19896, 0.0179617
-7.77018, 10.8826, 5.10778, -0.185551, -7.75979, 10.9057, 5.19942, 0.0107791
-7.50687, 10.8844, 5.11135, -0.14074, -7.49981, 10.9061, 5.19975, 0.00539029
-7.23703, 10.8685, 5.12634, -0.177804, -7.23983, 10.9063, 5.19994, 0.00179692
-6.99307, 10.9052, 5.10634, -0.024726, -6.97983, 10.9064, 5.2, -7.84874e-15
